exam,section,question_number,answer_response,createdAt,updatedAt,TestId,StudentId
College Board Test 2,reading,45,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,46,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,47,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,48,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,49,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,50,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,51,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,reading,52,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,1,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,2,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,3,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,4,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,5,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,6,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,7,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,8,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,9,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,10,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,11,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,12,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,13,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,14,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,15,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,16,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,17,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,18,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,19,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,20,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,21,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,22,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,23,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,24,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,25,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,26,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,27,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,28,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,29,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,30,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,31,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,32,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,33,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,34,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,35,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,36,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,37,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,38,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,39,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,40,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,41,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,42,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,43,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,writing,44,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,1,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,2,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,3,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,4,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,5,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,6,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,7,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,8,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,9,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,10,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,11,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,12,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,13,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,14,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,15,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,16,2,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,17,1600,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,18,7,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,19,0.8,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathNC,20,100,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,1,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,2,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,3,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,4,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,5,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,6,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,7,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,8,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,9,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,10,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,11,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,12,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,13,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,14,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,15,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,16,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,17,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,18,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,19,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,20,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,21,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,22,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,23,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,24,A,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,25,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,26,B,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,27,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,28,C,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,29,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,30,D,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,31,"4, 5, 6",3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,32,107,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,33,0.625,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,34,96,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,35,6,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,36,3,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,37,1.02,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 2,mathC,38,6.11,3/4/20 0:00,3/4/20 0:00,2,2
College Board Test 3,reading,1,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,2,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,3,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,4,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,5,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,6,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,7,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,8,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,9,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,10,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,11,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,12,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,13,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,14,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,15,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,16,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,17,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,18,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,19,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,20,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,21,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,22,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,23,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,24,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,25,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,26,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,27,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,28,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,29,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,30,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,31,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,32,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,33,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,34,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,35,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,36,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,37,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,38,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,39,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,40,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,41,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,42,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,43,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,44,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,45,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,46,C,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,47,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,48,A,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,49,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,50,B,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,51,D,3/4/20 0:00,3/4/20 0:00,3,3
College Board Test 3,reading,52,A,3/4/20 0:00,3/4/20 0:00,3,3
